snapshot_date,captured_at,platform,chart,official_chart,platform_date,rank,song_name,artist,chart_metric,duration,song_id,album_id,source_url
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,1,茶汤,郁可唯,上升 1,,4936030,002iWKlh2DcjFL,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,2,我不难过,孙燕姿,上升 1,,8136,004VSvF52mQoQp,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,3,泪海,许茹芸,上升 1,,106585340,001Ugmj01giuzO,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,4,甲乙丙丁 (你我怎么两清),李佳薇,上升 1,,696262512,00446QRA1fTdqA,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,5,自己就是自己的光,周深,新进,,726909425,001XyINh2rPydj,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,6,情歌,梁静茹,0,,462188,002E4IXe1ESUij,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,7,恋人,李荣浩,0,,496054946,004HaG7p4ZkhXA,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,8,我怀念的,孙燕姿,0,,5211338,000P3l050Olt27,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,9,六月的雨,胡歌,上升 105,,448590,002fNZDg1LHT3o,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,10,雨爱,杨丞琳,下降 1,,645819,000jcKFG0sQrD0,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,11,开始懂了,孙燕姿,下降 1,,5646,004KRIQr1oCp2A,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,12,素颜,许嵩/何曼婷,下降 1,,101813361,0035f8nw11cjkf,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,13,爱错,王力宏,下降 1,,105905415,002ElVxf43rOue,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,14,芥兰,杨丞琳,新进,,726600017,001ziqhR437SZ8,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,15,特别的人,方大同,下降 1,,5293866,000GvdTR0qcKh8,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,16,Always Online,林俊杰,下降 3,,447257,002g6zv02X7SNi,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,17,风月吻眉梢,礼越,上升 7,,586620109,001NXQwE1ywPDV,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,18,唯一,G.E.M.邓紫棋,下降 3,,438910555,002d6m7k0xCbSv,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,19,那页夏天,王俊凯,下降 18,,726554373,001Dp4r216cqJL,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,20,演员,薛之谦,下降 2,,102636799,003y8dsH2wBHlo,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,21,阴天,莫文蔚,下降 2,,4830345,000hTTJN3oScZr,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,22,春娇与志明,街道办GDC/欧阳耀莹,下降 2,,205357640,000lrXyA0MlEEo,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,23,红色高跟鞋,蔡健雅,下降 7,,624649,002dOge41xlS8x,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,24,盛夏的果实,莫文蔚,下降 7,,4830161,000KeV8l1PIjxt,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,25,Baby Come Home,JOSHUA (조슈아)/韦礼安,新进,,727468157,003AHwCi0uxqbT,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,26,失眠,Suki刘舒妤,下降 3,,4733575,002xCeeN4EJ1Ke,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,27,江南,林俊杰,下降 1,,9063002,000y5gq7449K9I,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,28,美人鱼,林俊杰,上升 2,,95292,000y5gq7449K9I,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,29,遇见,孙燕姿,下降 4,,8145,002ehzTm0TxXC2,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,30,幻听,许嵩,下降 9,,1531817,004RbL3b0BDIe2,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,31,富士山下,陈奕迅,下降 4,,260678,004Z85XP1c25b7,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,32,偏爱,张芸京,0,,473137,003ha6C92GRuVE,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,33,有何不可,许嵩,下降 11,,102296985,002KSDg90IaScI,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,34,雨过后的风景,Dizzy Dizzo (蔡诗芸),下降 6,,1960263,0038xSkp1EcVBf,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,35,我记得,赵雷,下降 4,,372639235,003QIVDT3UB8zG,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,36,如愿,王菲,0,,326584182,004Kbn3m2HV9Y3,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,37,十年,陈奕迅,0,,4830342,000GDz8k03UOaI,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,38,我们俩,郭顶,下降 5,,105413206,003sMyYb4HZAAz,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,39,多远都要在一起,G.E.M.邓紫棋,下降 5,,102174489,003c616O2Zlswm,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,40,最佳损友,陈奕迅,下降 5,,1338414,002FT46H18G1jW,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,41,晴天,周杰伦,下降 3,,97773,000MkMni19ClKG,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,42,樱花草,Sweety,上升 1,,481456,000pKXff1doeOd,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,43,其实,薛之谦,下降 3,,104775877,000QgFcm0v8WaF,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,44,玻璃,Gareth.T,下降 5,,666124541,002kIED92uw8L5,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,45,海阔天空,BEYOND,上升 2,,4835784,002qcJuX3lO3EZ,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,46,黄昏,周传雄,上升 2,,526713,001U6x8f2uJhig,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,47,青花,周传雄,下降 3,,102204539,001Vj7aX0PixwV,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,48,如果当时,许嵩,下降 6,,460049,002KSDg90IaScI,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,49,不将就,李荣浩,上升 3,,102367085,001fi1zG0EjU2u,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,50,认真的雪,薛之谦,上升 4,,1333803,003mUYW22JXKVK,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,51,琵琶曲,郑浩/冰洁,下降 6,,627317850,002PmUzc12N5S7,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,52,天外来物,薛之谦,上升 1,,272125057,000K9Zp13TZp5s,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,53,我好像在哪见过你,薛之谦,上升 2,,107439472,000dcZ9I1nzO62,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,54,碎碎念,队长,上升 3,,448738462,000DTFwk0oV4YR,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,55,坏女孩,徐良/小凌,下降 4,,7112749,002apRhZ4Bq99d,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,56,出现又离开 (Live),梁博,上升 5,,231594573,000eQZ1q4g6AsF,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,57,泡沫,G.E.M.邓紫棋,上升 3,,1530858,002YFufr4bXZyI,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,58,一个人想着一个人,曾沛慈,下降 2,,4716045,003wP0m32WRVql,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,59,下完这场雨,后弦,下降 1,,108787382,004ZXlA63dZBCa,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,60,茶花开了，该回家了,王睿卓/加木,上升 6,,553433850,001KCGcF29Na3i,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,61,一直很安静,阿桑,下降 12,,448593,002fNZDg1LHT3o,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,62,ANGEL (天使),尹美莱 (윤미래)/Tiger JK/Bizzy (비지),下降 12,,101138130,000qiKcT05rSr9,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,63,最后一页,江语晨,下降 17,,721636,003FO4XF40Ky8L,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,64,爱我还是他,陶喆,下降 2,,7211247,003ofGzS3C23Ow,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,65,瞬,郑润泽,上升 3,,422061155,001qvyI10urb5z,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,66,多余的解释,许嵩,下降 3,,460866,002KSDg90IaScI,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,67,爱情讯息,郭静,上升 12,,876549,003PKZMI1Wyx1A,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,68,冻结,林俊杰,上升 1,,101659148,002vlOfM1X5TQ0,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,69,离开我的依赖,王艳薇,下降 2,,253383943,004CSyAN1oc97b,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,70,心墙,郭静,下降 6,,474797,003EHcB24J8t9Z,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,71,失控,井迪,下降 12,,284945036,0014Iqfp1PMAbs,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,72,Letting Go,蔡健雅,下降 1,,1030353,001aC9dM35U6KB,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,73,天龙八部之宿敌,许嵩,0,,4829554,002JzRQD2zjvxG,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,74,背对背拥抱,林俊杰,下降 2,,648231,002C0kX720gMQi,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,75,我们的歌,王力宏,上升 12,,102193483,002Zwh5p4HgecI,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,76,第57次取消发送,菲菲公主（陆绮菲）,上升 6,,560063927,000KrDC019mc82,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,77,无名的人,毛不易,上升 3,,336582682,002mPgSG01LLtu,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,78,我好想你 (苏打绿版),苏打绿,下降 8,,4884947,004QF5kp0jgyba,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,79,修炼爱情,林俊杰,下降 2,,5063375,001gqOnU3DTg2S,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,80,如果可以,韦礼安,上升 3,,330977131,003WBcyJ1siUkh,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,81,可不可以,张紫豪,上升 10,,213958134,004VR1w241uBhB,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,82,至少还有你,林忆莲,下降 7,,102204563,001JqgRv0mRHEQ,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,83,倒数,G.E.M.邓紫棋,下降 5,,215540451,003cKIKZ1J4Yyu,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,84,会呼吸的痛,梁静茹,下降 8,,411228,002oy2Mp3I8Rgo,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,85,后来,刘若英,上升 4,,4830150,0017zqT34WuQwa,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,86,愿与愁,林俊杰,上升 2,,405007729,004ZOIop1doXru,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,87,光年之外,G.E.M.邓紫棋,下降 6,,200255722,001mTkmb4GJlh4,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,88,刻在我心底的名字,卢广仲,下降 3,,316472364,004QG0W52P5GUq,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,89,勇气,梁静茹,下降 3,,4830164,001DEgPu1004bl,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,90,下一个天亮,郭静,上升 3,,876541,003PKZMI1Wyx1A,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,91,野心家,张靓颖,下降 1,,591592617,003TmXW52e0F4P,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,92,成都,赵雷,下降 8,,200790315,003ltiMR4RSrgo,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,93,IF YOU,BIGBANG (빅뱅),下降 1,,102793935,001xpUdt2jEjWu,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,94,句号,G.E.M.邓紫棋,0,,247347346,0049MVh824D7bM,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,95,明天过后,张杰,上升 2,,273032694,000pVkCf3KsUQ9,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,96,你不知道的事,王力宏,上升 17,,740362,002iWU6B2ZvA8V,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,97,三国恋,Tank,上升 22,,101190,0029GgMd2qVyYA,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,98,茶花开了,王睿卓,上升 66,,546815722,00419kHt1vIQje,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,99,可惜没如果,林俊杰,下降 3,,330621486,0033R2xQ2I0Uyf,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,热歌榜,热歌榜,2026-09-23,100,夏夜最后的烟火,颜人中,0,,459088908,002tspXk0JB6qZ,https://y.qq.com/n/ryqq/toplist/26
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,1,自己就是自己的光,周深,热度 54%,,726909425,001XyINh2rPydj,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,2,芥兰,杨丞琳,热度 48%,,726600017,001ziqhR437SZ8,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,3,Baby Come Home,JOSHUA (조슈아)/韦礼安,热度 44%,,727468157,003AHwCi0uxqbT,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,4,六月的雨,胡歌,热度 37%,,448590,002fNZDg1LHT3o,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,5,花非花,AZ啊之/李京泽/Crazy C,热度 22%,,727528101,001NAB3J4eAOOa,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,6,我願意,彭梓烨_Leo/亿轩_Kingston,热度 18%,,727900833,003K21up4crPBp,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,7,红尘误此生,宋晓峰,热度 13%,,727638928,001ocw5v21QzBw,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,8,No photo of you left to survey（one day when I was twenty）,冬妍DYan,热度 10%,,723354858,003kIV9e1utoDU,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,9,日落以后,AZ啊之/弹壳,热度 8%,,727528057,001NAB3J4eAOOa,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,10,假装快乐,呆呆破,热度 8%,,313296319,0002hbUw3rjgXr,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,11,逍遥叹,胡歌,热度 8%,,448596,002fNZDg1LHT3o,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,12,Intro,AZ啊之,热度 7%,,727557177,001NAB3J4eAOOa,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,13,你不知道的事,王力宏,热度 6%,,740362,002iWU6B2ZvA8V,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,14,你还要我怎样,薛之谦,热度 6%,,5106430,000QgFcm0v8WaF,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,15,有钱了,AZ啊之/DP,热度 5%,,727528340,001NAB3J4eAOOa,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,16,祝福祖国 (合唱版),苏娜,热度 5%,,726574340,000EjCC23IzBNN,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,17,我的一个道姑朋友(而你撑伞拥我入怀中),晚月moon,热度 5%,,726899752,004ePdhQ0UDqKi,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,18,静待清光,许明明,热度 5%,,725475725,0021qULK1SOlYo,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,19,大梦归,周深,热度 5%,,724093215,000yvUoe0smrsz,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,20,茶花开了，该回家了,王睿卓/加木,热度 5%,,553433850,001KCGcF29Na3i,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,21,重阳,AZ啊之/毕冉,热度 5%,,727528570,001NAB3J4eAOOa,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,22,爱错,王力宏,热度 4%,,105905415,002ElVxf43rOue,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,23,大城小爱,王力宏,热度 4%,,105905352,001a0Dts37jw2M,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,24,风月吻眉梢,礼越,热度 4%,,586620109,001NXQwE1ywPDV,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,25,祝福祖国,顿珠拉姆,热度 4%,,717482831,000SI6As1nYRHV,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,26,我们的歌,王力宏,热度 4%,,102193483,002Zwh5p4HgecI,https://y.qq.com/n/ryqq/toplist/62
2026-09-23,2026-09-23T12:52:06+08:00,QQ音乐,飙升榜,飙升榜,2026-09-23,27,开始之前,AZ啊之,热度 4%,,727528054,001NAB3J4eAOOa,https://y.qq.com/n/ryqq/toplist/62
